chlorides,density,sulphates
0.016,0.99007,0.31
0.033,0.99507,0.39
0.05,0.99596,0.57
0.029,0.99011,0.34
0.037,0.99184,0.32
0.039,0.99469,0.45
0.039,0.99469,0.45
0.039,0.99406,0.45
0.034,0.99305,0.52
0.036,0.99096,0.41
0.032,0.98956,0.31
0.034,0.9921,0.46
0.038,0.99496,0.44
0.039,0.99406,0.45
0.039,0.99406,0.45
0.037,0.9888,0.37
0.034,0.98942,0.5
0.035,0.99082,0.58
0.025,0.98802,0.64
0.039,0.99406,0.45
0.039,0.99469,0.45
0.038,0.99496,0.44
0.034,0.9921,0.46
0.034,0.99305,0.52
0.034,0.99074,0.51
0.037,0.98968,0.36
0.036,0.99096,0.41
0.032,0.98956,0.31
0.03,0.9887,0.3
0.054,0.99941,0.64
0.061,0.99388,0.53
0.029,0.99206,0.47
0.026,0.99035,0.45
0.042,0.99581,0.55
0.04,0.9976,0.38
0.02,0.99362,0.44
0.042,0.99581,0.55
0.035,0.99016,0.34
0.037,0.99176,0.39
0.02,0.99362,0.44
0.029,0.99439,0.34
0.046,0.99458,0.48
0.05,0.99418,0.38
0.04,0.9976,0.38
0.042,0.99581,0.55
0.045,0.99178,0.63
0.024,0.99456,0.34
0.035,0.99578,0.45
0.05,0.99546,0.55
0.024,0.99518,0.48
0.024,0.99518,0.48
0.042,0.99646,0.41
0.036,0.99264,0.49
0.045,0.99578,0.5
0.042,0.99604,0.55
0.026,0.99014,0.5
0.054,0.99489,0.58
0.037,0.99884,0.57
0.027,0.99054,0.52
0.044,0.99782,0.4
0.045,0.99519,0.35
0.037,0.99882,0.57
0.037,0.99884,0.57
0.154,0.9931,0.43
0.044,0.99666,0.53
0.034,0.99324,0.57
0.027,0.99086,0.34
0.041,0.9908,0.44
0.023,0.99067,0.56
0.126,0.99711,0.57
0.039,0.99452,0.53
0.126,0.99711,0.57
0.043,0.9945,0.43
0.042,0.99427,0.47
0.036,0.99152,0.43
0.024,0.98935,0.4
0.016,0.98876,0.4
0.026,0.99174,0.84
0.045,0.99572,0.46
0.026,0.99184,0.5
0.046,0.99454,0.7
0.046,0.99454,0.7
0.03,0.99164,0.59
0.046,0.99454,0.7
0.038,0.99778,0.48
0.045,0.9975,0.42
0.038,0.99778,0.48
0.033,0.99205,0.43
0.033,0.98962,0.49
0.029,0.99118,0.5
0.03,0.99164,0.59
0.028,0.99274,0.43
0.041,0.99184,0.59
0.039,0.99052,0.43
0.042,0.99546,0.6
0.042,0.98972,0.46
0.039,0.9942,0.43
0.045,0.99572,0.46
0.028,0.99022,0.33
0.032,0.99253,0.81
0.026,0.99184,0.5
0.046,0.99454,0.7
0.029,0.9903,0.42
0.024,0.98906,0.52
0.03,0.99146,0.72
0.036,0.9951,0.42
0.024,0.98906,0.52
0.041,0.995,0.44
0.024,0.98876,0.39
0.031,0.98956,0.33
0.03,0.99146,0.72
0.04,0.99592,0.51
0.043,0.99129,0.53
0.045,0.99064,0.48
0.032,0.99368,0.54
0.032,0.99368,0.54
0.034,0.99121,0.6
0.045,0.99104,0.48
0.022,0.99221,0.39
0.033,0.98924,0.48
0.028,0.99176,0.54
0.038,0.99432,0.34
0.04,0.99366,0.38
0.045,0.99064,0.48
0.047,0.99178,0.48
0.045,0.99126,0.5
0.043,0.99129,0.53
0.047,0.99252,0.57
0.047,0.99709,0.53
0.054,0.99513,0.57
0.033,0.99045,0.62
0.036,0.99,0.43
0.043,0.99305,0.7
0.052,0.99888,0.47
0.04,0.99182,0.43
0.04,0.99182,0.43
0.034,0.9913,0.5
0.036,0.99,0.43
0.031,0.98836,0.64
0.027,0.9897,0.31
0.049,0.99586,0.47
0.043,0.99305,0.7
0.03,0.98892,0.37
0.037,0.99156,0.44
0.052,0.99888,0.47
0.052,0.99534,0.46
0.059,0.99322,0.46
0.043,0.99296,0.65
0.039,0.99098,0.62
0.039,0.98972,0.43
0.047,0.98964,0.43
0.061,0.99918,0.49
0.04,0.99182,0.43
0.034,0.99008,0.4
0.043,0.992,0.44
0.057,0.99851,0.51
0.04,0.99026,0.39
0.051,0.9906,0.4
0.042,0.99293,0.51
0.045,0.99658,0.42
0.057,0.99851,0.51
0.038,0.9911,0.36
0.045,0.9904,0.4
0.04,0.99026,0.39
0.039,0.99946,0.43
0.039,0.99946,0.43
0.039,0.99946,0.43
0.038,0.99568,0.47
0.039,0.99946,0.43
0.038,0.99568,0.47
0.027,0.9907,0.45
0.039,0.99946,0.43
0.035,0.99018,0.43
0.029,0.98994,0.42
0.03,0.99075,0.46
0.02,0.99212,0.44
0.033,0.99684,0.47
0.02,0.99212,0.44
0.019,0.99036,0.49
0.042,0.99456,0.39
0.023,0.98865,0.54
0.033,0.99684,0.47
0.02,0.99212,0.44
0.019,0.99036,0.49
0.024,0.99222,0.66
0.037,0.99022,0.45
0.031,0.99076,0.41
0.034,0.99144,0.43
0.019,0.98961,0.36
0.043,0.9936,0.58
0.036,0.99126,0.41
0.048,0.99044,0.35
0.042,0.99123,0.31
0.036,0.99123,0.32
0.038,0.9916,0.32
0.039,0.9959,0.31
0.048,0.99044,0.35
0.05,0.9931,0.4
0.051,0.99422,0.44
0.046,0.99194,0.35
0.027,0.98926,0.36
0.025,0.99306,0.37
0.038,0.99164,0.45
0.027,0.98926,0.36
0.04,0.98988,0.56
0.041,0.99268,0.43
0.046,0.99373,0.56
0.027,0.98939,0.37
0.055,0.99318,0.5
0.035,0.99196,0.36
0.026,0.98952,0.6
0.037,0.9911,0.37
0.025,0.99306,0.37
0.038,0.99164,0.45
0.036,0.99111,0.48
0.037,0.99321,0.52
0.044,0.99326,0.3
0.027,0.99124,0.37
0.044,0.99326,0.3
0.032,0.99214,0.53
0.031,0.9897,0.31
0.027,0.99124,0.37
0.022,0.98915,0.38
0.044,0.99326,0.3
0.035,0.99692,0.43
0.033,0.991,0.4
0.031,0.9913,0.8
0.045,0.99234,0.87
0.045,0.99402,0.58
0.04,0.99678,0.38
0.053,0.99458,0.52
0.043,0.99452,0.33
0.041,0.99033,0.35
0.041,0.9927,0.38
0.033,0.99002,0.48
0.104,0.99057,0.64
0.044,0.99127,0.45
0.053,0.99458,0.52
0.142,0.9927,0.44
0.036,0.98938,0.53
0.102,0.99001,0.57
0.034,0.99386,0.57
0.037,0.9899,0.68
0.043,0.99452,0.33
0.045,0.9913,0.27
0.041,0.98916,0.39
0.046,0.99276,0.5
0.055,0.99586,0.52
0.054,0.99556,0.49
0.047,0.99158,0.6
0.056,0.99548,0.43
0.038,0.99206,0.82
0.038,0.99412,0.34
0.035,0.99364,0.34
0.054,0.99338,0.47
0.045,0.9913,0.27
0.035,0.99123,0.33
0.039,0.99216,0.4
0.059,0.99328,0.37
0.034,0.99031,0.4
0.036,0.9908,0.52
0.036,0.98871,0.46
0.036,0.99119,0.62
0.034,0.99031,0.4
0.02,0.99146,0.22
0.059,0.99328,0.37
0.034,0.99245,0.46
0.037,0.99116,0.38
0.039,0.9921,0.4
0.039,0.99216,0.4
0.043,0.99162,0.54
0.043,0.99632,0.53
0.025,0.99082,0.33
0.029,0.9905,0.36
0.042,0.99177,0.5
0.045,0.9986,0.5
0.045,0.9986,0.5
0.045,0.9986,0.5
0.045,0.9986,0.5
0.045,0.9986,0.5
0.045,0.9986,0.5
0.03,0.98923,0.42
0.047,1.00014,0.5
0.03,0.99026,0.62
0.035,0.99358,0.44
0.041,0.99688,0.44
0.03,0.99407,0.42
0.043,0.99226,0.39
0.051,0.99097,0.53
0.061,0.9976,0.56
0.044,0.99166,0.38
0.044,0.99184,0.6
0.045,0.99135,0.6
0.038,0.99074,0.53
0.039,0.99193,0.59
0.043,0.99226,0.47
0.06,0.99142,0.49
0.057,0.99091,0.44
0.061,0.9976,0.56
0.065,0.99134,0.47
0.044,0.99166,0.38
0.051,0.98964,0.52
0.039,0.99229,0.67
0.184,0.99396,0.45
0.035,0.99148,0.23
0.046,0.9913,0.65
0.047,0.99126,0.64
0.046,0.9913,0.65
0.184,0.99396,0.45
0.044,0.99562,0.48
0.043,0.99128,0.38
0.044,0.98896,0.32
0.046,0.99558,0.48
0.04,0.98961,0.57
0.043,0.99338,0.56
0.046,0.99558,0.48
0.044,0.99562,0.48
0.047,0.99572,0.45
0.039,0.99056,0.44
0.029,0.99146,0.34
0.043,0.99128,0.38
0.044,0.98896,0.32
0.032,0.99172,0.32
0.032,0.99012,0.36
0.033,0.98912,0.42
0.022,0.98902,0.54
0.033,0.98912,0.42
0.037,0.99395,0.38
0.039,0.99539,0.43
0.039,0.99129,0.44
0.048,0.98956,0.46
0.047,0.9916,0.59
0.032,0.98889,0.64
0.042,0.99012,0.37
0.058,0.99833,0.54
0.036,0.98853,0.49
0.036,0.98942,0.48
0.043,0.99266,0.47
0.042,0.98962,0.75
0.047,0.99168,0.49
0.05,0.9968,0.54
0.04,0.98934,0.5
0.039,0.98995,0.52
0.037,0.991,0.5
0.047,0.99152,0.51
0.035,0.99048,0.38
0.042,0.99204,0.42
0.036,0.99202,0.68
0.038,0.9906,0.42
0.049,0.99091,0.5
0.048,0.99472,0.52
0.046,0.99452,0.52
0.059,0.99177,0.41
0.047,0.9934,0.55
0.034,0.99082,0.41
0.048,0.99784,0.6
0.048,0.99784,0.6
0.048,0.99784,0.6
0.046,0.99665,0.39
0.05,0.99422,0.47
0.048,0.98999,0.54
0.05,0.99422,0.47
0.059,0.99254,0.42
0.048,0.99782,0.6
0.048,0.99784,0.6
0.058,0.9952,0.51
0.057,0.99519,0.5
0.055,0.99384,0.52
0.046,0.99665,0.39
0.047,0.99596,0.5
0.06,0.9935,0.59
0.034,0.98862,0.38
0.034,0.99151,0.39
0.032,0.9922,0.38
0.038,0.99426,0.57
0.026,0.99168,0.53
0.048,0.99556,0.37
0.033,0.99356,0.42
0.034,0.99151,0.39
0.032,0.9922,0.38
0.033,0.99072,0.53
0.047,0.99596,0.5
0.06,0.9935,0.59
0.034,0.98862,0.38
0.033,0.98954,0.38
0.033,0.99076,0.49
0.032,0.9889,0.42
0.033,0.98794,0.43
0.041,0.99207,0.45
0.039,0.99355,0.55
0.033,0.98794,0.43
0.032,0.9889,0.42
0.051,0.99336,0.5
0.034,0.98882,0.43
0.045,0.99341,0.44
0.047,0.997,0.53
0.041,0.99207,0.45
0.05,0.99174,0.55
0.03,0.99042,0.42
0.046,0.9984,0.43
0.04,0.99111,0.48
0.045,0.9933,0.44
0.04,0.99111,0.48
0.046,0.99316,0.55
0.044,0.9946,0.56
0.037,0.99,0.45
0.03,0.99042,0.42
0.046,0.9984,0.43
0.096,0.99016,0.54
0.026,0.99381,0.55
0.026,0.99144,0.37
0.026,0.99139,0.38
0.036,0.9919,0.37
0.03,0.99192,0.42
0.048,0.99576,0.53
0.047,0.9958,0.54
0.032,0.9951,0.47
0.042,0.99304,0.47
0.052,0.99657,0.65
0.037,0.99268,0.49
0.054,0.99392,0.51
0.028,0.99242,0.47
0.054,0.99392,0.51
0.024,0.9925,0.49
0.034,0.99092,0.52
0.037,0.99137,0.5
0.037,0.99268,0.49
0.052,0.99657,0.65
0.041,0.99642,0.49
0.051,0.9916,0.43
0.032,0.99458,0.45
0.036,0.99373,0.57
0.042,0.99586,0.51
0.05,0.99942,0.75
0.032,0.99458,0.45
0.031,0.9895,0.43
0.032,0.9963,0.51
0.03,0.9892,0.6
0.032,0.9963,0.51
0.031,0.9895,0.43
0.06,1.00196,0.44
0.059,0.99036,0.56
0.026,0.989,0.64
0.051,0.99947,0.78
0.034,0.9916,0.71
0.047,0.99945,0.78
0.047,0.99945,0.78
0.039,0.99375,0.5
0.034,0.9916,0.71
0.051,0.99947,0.78
0.047,0.99945,0.78
0.047,0.99946,0.77
0.044,0.99153,0.35
0.037,0.98834,0.59
0.076,0.99138,0.39
0.034,0.98928,0.33
0.041,0.99246,0.85
0.052,0.99576,0.45
0.057,0.99956,0.53
0.052,0.99576,0.45
0.04,0.99026,0.66
0.04,0.99174,0.53
0.035,0.99058,0.33
0.042,0.9905,0.32
0.057,0.99956,0.53
0.033,0.99192,0.71
0.057,0.99554,0.44
0.044,0.99536,0.36
0.034,0.99056,0.46
0.033,0.99192,0.71
0.029,0.99112,0.43
0.029,0.99112,0.43
0.047,0.99616,0.7
0.038,0.99266,0.49
0.033,0.98918,0.35
0.031,0.98926,0.38
0.042,0.99114,0.52
0.037,0.9912,0.41
0.027,0.98936,0.78
0.056,0.9983,0.3
0.055,0.99532,0.56
0.042,0.99189,0.59
0.04,0.99,0.45
0.035,0.98914,0.39
0.046,0.99537,0.51
0.04,0.99,0.45
0.04,0.99,0.45
0.047,0.99742,0.45
0.031,0.98884,0.34
0.056,0.9983,0.3
0.042,0.99189,0.59
0.055,0.99532,0.56
0.045,0.99284,0.59
0.038,0.99026,0.6
0.064,0.99297,0.5
0.06,0.99711,0.56
0.032,0.98934,0.26
0.037,0.9913,0.44
0.06,0.99711,0.56
0.039,0.98964,0.57
0.038,0.99026,0.6
0.047,0.992,0.45
0.033,0.98944,0.27
0.035,0.99031,0.27
0.032,0.98934,0.26
0.056,0.99393,0.52
0.039,0.9904,0.39
0.064,0.99297,0.5
0.036,0.99088,0.46
0.041,0.99254,0.47
0.037,0.9913,0.44
0.057,0.99158,0.32
0.036,0.99408,0.44
0.036,0.99408,0.44
0.042,0.99473,0.52
0.042,0.98998,0.37
0.038,0.99146,0.54
0.032,0.99742,0.5
0.052,0.99273,0.53
0.036,0.98922,0.4
0.036,0.99408,0.44
0.042,0.99473,0.52
0.054,0.99869,0.57
0.04,0.9896,0.48
0.029,0.99108,0.64
0.031,0.99134,0.68
0.042,0.99385,0.57
0.036,0.98936,0.44
0.054,0.99869,0.57
0.046,0.99606,0.55
0.041,0.99508,0.56
0.046,0.99038,0.51
0.043,0.99158,0.68
0.032,0.9932,0.43
0.03,0.99164,0.41
0.031,0.98987,0.62
0.044,0.98947,0.53
0.036,0.98819,0.42
0.05,0.99133,0.52
0.038,0.99143,0.43
0.048,0.99571,0.3
0.038,0.99139,0.5
0.048,0.99537,0.46
0.048,0.99571,0.3
0.028,0.99186,0.4
0.028,0.99186,0.4
0.024,0.98984,0.35
0.053,0.9963,0.32
0.036,0.99312,0.25
0.034,0.9897,0.38
0.046,0.9955,0.53
0.048,0.99528,0.48
0.036,0.99279,0.78
0.045,0.99704,0.37
0.046,0.9955,0.53
0.048,0.99528,0.48
0.032,0.9914,0.39
0.146,0.99224,0.51
0.029,0.99074,0.44
0.031,0.98892,0.33
0.024,0.98959,0.37
0.03,0.99212,0.33
0.036,0.99576,0.48
0.031,0.9919,0.53
0.031,0.9919,0.53
0.039,1.00037,0.48
0.036,0.99576,0.48
0.039,1.00037,0.48
0.029,0.992,0.45
0.031,0.9919,0.53
0.022,0.99218,0.67
0.044,0.99855,0.48
0.044,0.99855,0.48
0.044,0.99855,0.48
0.023,0.99062,0.36
0.042,0.99362,0.6
0.037,0.99324,0.48
0.023,0.99062,0.36
0.044,0.99855,0.48
0.031,0.99098,0.36
0.032,0.99036,0.62
0.05,0.99398,0.35
0.028,0.9903,0.33
0.05,0.99398,0.35
0.032,0.99036,0.62
0.036,0.99406,0.36
0.029,0.9906,0.41
0.031,0.99089,0.39
0.035,0.99096,0.72
0.036,0.99406,0.36
0.031,0.99089,0.39
0.033,0.9936,0.51
0.029,0.9906,0.41
0.027,0.9911,0.48
0.036,0.99396,0.52
0.027,0.99089,0.45
0.048,0.9968,0.56
0.035,0.99138,0.59
0.038,0.99098,0.37
0.028,0.99238,0.37
0.026,0.99244,0.35
0.023,0.99176,0.49
0.037,0.98993,0.46
0.041,0.9929,0.53
0.028,0.99238,0.37
0.032,0.98988,0.37
0.044,0.992,0.44
0.042,0.99784,0.5
0.042,0.99784,0.5
0.042,0.99784,0.5
0.037,0.99006,0.68
0.053,0.99211,0.45
0.043,0.99202,0.44
0.044,0.992,0.44
0.049,0.99332,0.44
0.031,0.98958,0.4
0.034,0.98939,0.52
0.042,0.99492,0.37
0.033,0.99043,0.56
0.053,0.99787,0.57
0.049,0.99654,0.35
0.039,0.99304,0.61
0.038,0.9952,0.6
0.027,0.99165,0.6
0.017,0.9892,0.36
0.056,0.99628,0.47
0.047,0.99604,0.6
0.047,0.99164,0.54
0.044,0.998,0.46
0.044,0.998,0.46
0.056,0.99628,0.47
0.047,0.99164,0.54
0.046,0.99226,0.55
0.044,0.998,0.46
0.047,0.99604,0.6
0.037,0.98914,0.36
0.041,0.99794,0.54
0.041,0.99048,0.5
0.044,0.99726,0.56
0.031,1.00295,0.42
0.04,0.99278,0.75
0.044,0.99726,0.56
0.037,0.98914,0.36
0.031,1.00295,0.42
0.029,0.99054,0.27
0.041,0.99794,0.54
0.041,0.99048,0.5
0.117,0.99459,0.43
0.117,0.99459,0.43
0.118,0.9946,0.43
0.036,0.99362,0.38
0.036,0.99362,0.38
0.045,0.99966,0.47
0.036,0.99362,0.38
0.021,0.99442,0.38
0.02,0.98918,0.38
0.02,0.99089,0.75
0.018,0.99474,0.49
0.014,0.99008,0.66
0.017,0.99348,0.44
0.047,0.99283,0.56
0.052,0.99398,0.88
0.052,0.99398,0.88
0.047,0.99283,0.56
0.046,0.9908,0.54
0.039,0.99165,0.44
0.031,0.99076,0.52
0.037,0.98942,0.66
0.032,0.99244,0.37
0.035,0.99058,0.47
0.037,0.99255,0.59
0.06,0.99916,0.48
0.036,0.99306,0.61
0.06,0.99916,0.48
0.047,0.99498,0.44
0.038,0.99,0.27
0.03,0.99338,0.46
0.035,0.99456,0.34
0.043,0.9926,0.42
0.036,0.98856,0.53
0.032,0.98946,0.57
0.049,0.99346,0.47
0.05,0.99268,0.48
0.034,0.98944,0.54
0.035,0.98976,0.34
0.036,0.98856,0.53
0.038,0.99523,0.56
0.032,0.98946,0.57
0.03,0.99402,0.36
0.029,0.98916,0.55
0.044,0.99655,0.52
0.025,0.99071,0.32
0.032,0.98889,0.35
0.029,0.98742,0.4
0.053,0.99336,0.55
0.049,0.992,0.43
0.029,0.98742,0.4
0.032,0.99275,0.44
0.085,1.00044,0.51
0.037,0.99444,0.37
0.044,0.99742,0.78
0.027,0.99228,0.34
0.051,0.99058,0.75
0.044,0.99742,0.78
0.028,0.99164,0.63
0.044,0.99742,0.78
0.087,0.99438,0.5
0.03,0.99402,0.34
0.04,0.99128,0.56
0.027,0.99228,0.34
0.027,0.991,0.31
0.027,0.9931,0.41
0.037,0.99444,0.37
0.028,0.99164,0.63
0.085,1.00044,0.51
0.053,0.99112,0.68
0.051,0.99058,0.75
0.044,0.99742,0.78
0.036,0.98961,0.74
0.087,0.99438,0.5
0.076,0.99344,0.52
0.05,0.99904,0.5
0.05,0.99884,0.53
0.05,0.99884,0.53
0.05,0.99884,0.53
0.05,0.99884,0.53
0.037,0.98949,0.5
0.041,0.99014,0.44
0.088,0.99786,0.47
0.039,0.99206,0.44
0.02,0.98722,0.34
0.05,0.99884,0.53
0.045,0.99666,0.54
0.049,0.99754,0.51
0.028,0.99272,0.36
0.036,0.99712,0.48
0.041,0.99104,0.35
0.053,0.99373,0.52
0.05,0.99904,0.5
0.038,0.9956,0.48
0.024,0.99095,0.6
0.068,0.99382,0.62
0.069,0.99382,0.62
0.036,0.99299,0.44
0.051,0.99048,0.66
0.028,0.99254,0.34
0.03,0.9902,0.34
0.036,0.99299,0.44
0.028,0.99012,0.41
0.044,0.99293,0.45
0.035,1.00022,0.53
0.041,0.99382,0.35
0.044,0.99293,0.45
0.029,0.98954,0.68
0.042,0.99936,0.45
0.16,0.9884,0.33
0.026,0.99144,0.79
0.167,0.99324,0.51
0.034,0.99174,0.35
0.051,0.99792,0.39
0.051,0.99792,0.39
0.051,0.99792,0.39
0.051,0.99792,0.39
0.051,0.99792,0.39
0.051,0.99792,0.39
0.051,0.99792,0.39
0.04,0.99043,0.4
0.07,0.99654,0.42
0.055,0.99758,0.51
0.051,0.99374,0.59
0.051,0.99792,0.39
0.039,0.99243,0.5
0.04,0.99216,0.46
0.042,0.99215,0.46
0.026,0.98953,0.77
0.015,0.99278,0.39
0.039,0.99243,0.5
0.04,0.99216,0.46
0.042,0.99215,0.46
0.015,0.99278,0.39
0.016,0.99186,0.39
0.028,0.99072,0.37
0.025,0.99244,0.52
0.017,0.99084,0.37
0.026,0.98953,0.77
0.033,0.99754,0.49
0.033,0.99754,0.49
0.033,0.99754,0.49
0.035,0.99567,0.38
0.033,0.99754,0.49
0.014,0.99094,0.65
0.042,0.99532,0.42
0.035,0.99567,0.38
0.009,0.9874,0.37
0.04,0.99794,0.58
0.018,0.99122,0.32
0.04,0.99226,0.57
0.018,0.99122,0.32
0.022,0.99099,0.57
0.022,0.99134,0.7
0.04,0.99794,0.58
0.02,0.99338,0.29
0.018,0.9938,0.29
0.05,0.9955,0.48
0.064,0.99776,0.49
0.027,0.98964,0.4
0.037,0.99808,0.34
0.043,0.99551,0.48
0.044,0.99548,0.48
0.047,0.99541,0.47
0.05,0.9955,0.48
0.051,0.99536,0.47
0.043,0.99524,0.58
0.049,0.9961,0.55
0.046,0.99224,0.48
0.064,0.99776,0.49
0.056,0.99702,0.39
0.098,0.99657,0.47
0.057,0.99176,0.52
0.042,0.99166,0.57
0.036,0.99242,0.73
0.033,0.99109,0.51
0.057,0.99176,0.52
0.042,0.99278,0.4
0.036,0.99242,0.73
0.033,0.99109,0.51
0.098,0.99657,0.47
0.041,0.99358,0.59
0.042,0.99358,0.59
0.042,0.99278,0.4
0.06,0.99705,0.52
0.052,0.9912,0.52
0.057,0.99176,0.52
0.042,0.99166,0.57
0.049,0.99677,0.49
0.042,0.99172,0.33
0.045,0.9953,0.59
0.036,0.99186,0.44
0.034,0.99188,0.4
0.034,0.99188,0.4
0.039,0.99158,0.38
0.042,0.99522,0.56
0.033,0.99176,0.64
0.052,0.99558,0.48
0.042,0.9911,0.56
0.034,0.99016,0.54
0.034,0.99188,0.4
0.053,0.98956,0.39
0.036,0.99186,0.44
0.035,0.99062,0.57
0.034,0.99274,0.28
0.086,0.993,0.44
0.086,0.993,0.44
0.058,0.9978,0.37
0.052,0.9946,0.62
0.052,0.99429,0.48
0.05,0.99002,0.45
0.05,0.99002,0.45
0.052,0.9946,0.62
0.052,0.99429,0.48
0.028,0.9909,0.36
0.036,0.99294,0.56
0.032,0.99044,0.43
0.028,0.98958,0.5
0.028,0.9909,0.36
0.055,0.9986,0.54
0.023,0.99262,0.35
0.055,0.9986,0.54
0.194,0.99212,0.46
0.047,0.99628,0.64
0.023,0.99262,0.35
0.03,0.98913,0.33
0.037,0.99021,0.49
0.031,0.99198,0.73
0.03,0.99226,0.68
0.032,0.99159,0.38
0.037,0.99021,0.49
0.049,0.99224,0.55
0.039,0.99068,0.31
0.048,0.99587,0.37
0.048,0.99587,0.37
0.054,0.99728,0.47
0.045,0.99364,0.34
0.045,0.99364,0.34
0.038,0.99018,0.53
0.04,0.98968,0.56
0.048,0.99178,0.55
0.048,0.99587,0.37
0.056,0.9961,0.36
0.054,0.99728,0.47
0.055,0.99534,0.4
0.045,0.99364,0.34
0.054,0.99864,0.49
0.094,0.99776,0.51
0.062,0.99545,0.5
0.057,0.99299,0.44
0.059,0.99665,0.38
0.053,0.99069,0.5
0.069,0.99692,0.49
0.054,0.99324,0.28
0.047,0.99896,0.45
0.047,0.99896,0.45
0.049,0.99226,0.52
0.045,0.99226,0.55
0.047,0.99896,0.45
0.029,0.99076,0.63
0.045,0.99226,0.55
0.029,0.99076,0.63
0.047,0.99896,0.45
0.046,0.9951,0.37
0.043,0.99234,0.31
0.049,0.99226,0.52
0.036,0.99368,0.39
0.044,0.9937,0.39
0.031,0.99151,0.46
0.021,0.99021,0.45
0.038,0.99479,0.56
0.035,0.9954,0.57
0.035,0.99176,0.55
0.036,0.99368,0.39
0.044,0.9937,0.39
0.013,0.99246,0.36
0.144,0.9908,0.64
0.071,0.98994,0.38
0.036,0.98746,0.83
0.036,0.99028,0.63
0.036,0.99028,0.63
0.038,0.98867,0.36
0.037,0.99174,0.43
0.037,0.99174,0.43
0.04,0.99021,0.27
0.149,0.99304,0.42
0.036,0.99028,0.63
0.054,0.99154,0.48
0.037,0.99174,0.43
0.036,0.98746,0.83
0.04,0.99021,0.27
0.056,0.9956,0.52
0.037,0.98779,0.4
0.035,0.98836,0.4
0.05,0.99138,0.53
0.057,0.99751,0.57
0.038,0.98867,0.36
0.045,0.99249,0.39
0.045,0.99249,0.39
0.031,0.99239,0.31
0.056,0.99512,0.33
0.046,0.99098,0.31
0.063,0.99872,0.56
0.063,0.99872,0.56
0.03,0.98894,0.41
0.036,0.988245,0.41
0.05,0.99326,0.6
0.039,0.99328,0.52
0.04,0.99222,0.53
0.046,0.99898,0.56
0.042,0.99486,0.61
